id,충전소명,주소,위도,경도,상태,이용제한,급속충전량,충전기타입
1225,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1226,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1227,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1228,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1229,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1230,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1231,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1232,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1233,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1234,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1235,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1236,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1237,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1238,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1239,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1240,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1241,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1242,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1243,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1244,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1245,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1246,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전중,방문객 외 출입제한,3,AC완속
1247,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1248,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1249,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1250,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1251,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1252,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1253,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1254,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1255,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1256,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1257,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1258,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1259,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1260,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1261,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1262,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1263,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1264,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1265,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1266,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1267,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1268,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1269,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1270,홍파동 경희궁자이 2단지,서울특별시 종로구 송월길 99,37.5705,126.964,충전대기,방문객 외 출입제한,3,AC완속
1271,서린동 서울글로벌센터,서울특별시 종로구 종로 38,37.5698,126.981,충전대기,방문객 외 출입제한,3,AC3상
1272,서린동 서울글로벌센터,서울특별시 종로구 종로 38,37.5698,126.981,충전중,방문객 외 출입제한,3,AC3상
